CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
627,70,2,88829.93711847192,2,1,1,56270.384390911895,0
353,62,1,168498.5520364326,1,1,1,187015.25745421363,0
538,49,2,15641.210554862895,2,1,1,29918.79196913835,0
528,53,5,52626.734916335736,3,0,1,60909.1225203011,0
350,77,1,202255.9100729191,1,0,1,108836.97546753826,1
563,28,7,36730.48089594269,3,0,1,117490.98495347127,1
717,80,0,85661.28663063039,2,0,0,12909.011459112033,1
395,38,6,216164.730464535,2,0,1,158308.8179059786,0
387,69,1,38731.32778586067,3,0,0,78705.39050082401,0
377,72,9,20684.208904547475,2,1,1,87219.52279040619,0
587,43,5,121134.49877000271,1,0,1,163780.2134430197,1
419,85,1,75604.8778196341,3,0,0,82063.84442823347,0
790,51,1,140852.09112096354,1,1,1,18972.726534003414,1
751,69,9,200951.2226208688,3,0,0,43523.55638936656,0
799,69,7,34287.12203818579,2,1,1,191621.60275375465,0
464,46,1,145174.77113857123,3,0,0,23377.01885647769,0
481,55,6,126377.19009746598,3,1,1,77436.92818392308,1
768,59,2,36019.69650329989,1,1,0,105604.04173975547,0
306,38,7,155999.6213822456,2,1,0,103723.35719432641,1
629,59,6,68410.10446519291,1,1,1,10752.389172307123,0
450,30,7,121958.57963600312,2,1,1,105220.91897692316,0
384,81,6,20568.08106926547,1,0,0,82916.76701570775,1
446,34,5,114896.01430340577,3,0,1,194695.07374016586,0
680,26,6,76615.86701070509,1,1,0,40240.225958827665,0
847,58,4,205595.3027963386,2,1,1,77289.29738430405,0
584,18,6,14244.68174934207,2,1,0,89701.48216706575,0
381,19,0,104651.81872958249,3,0,1,84231.77204918028,1
813,77,0,114607.8560328595,2,1,0,136507.85725385387,1
822,65,8,181251.51907477967,1,1,1,50947.442934076076,0
685,46,4,143571.89377255275,3,1,0,52003.59503465844,0
770,27,4,166803.08429854526,2,1,0,148550.0802151621,1
418,75,2,194262.32141293903,2,0,1,105055.19854885412,0
695,77,4,215550.74341454718,1,1,1,88879.57845088898,1
831,38,2,78468.87418061763,1,1,0,42148.57981867784,0
560,45,8,134505.67634097574,3,0,0,45630.17235331166,1
555,51,8,210027.01960979996,2,1,0,12004.810995021104,1
525,25,5,247362.78274126412,1,1,0,27370.991083724755,1
352,76,0,222379.8277609408,3,0,1,115799.3519911458,1
799,89,6,92866.8156560942,2,0,0,179455.89470159786,0
805,66,6,48791.6293046626,2,0,0,64561.30537480592,0
663,34,9,122348.13435164718,3,1,0,72271.97292026435,1
579,77,9,185410.36295901056,3,1,1,31965.066016187317,1
457,62,3,123142.2676883244,1,0,0,83839.87966534952,1
358,86,7,120795.21582841713,2,0,1,17072.12386817254,1
427,49,5,209557.60527045015,2,0,1,184344.13228976104,0
414,61,3,90350.94476679659,2,1,1,137891.15614366042,1
508,82,3,214948.6687029114,3,1,1,198242.27378471158,1
825,25,1,101701.20023793088,1,0,1,177736.4009089138,1
820,89,1,82058.27641958486,2,1,1,99868.21280264901,1
536,60,3,113497.47779992475,3,0,1,108740.1559185716,1
580,18,4,190611.7396687171,2,1,0,46209.44883826683,1
658,68,7,31500.50696599857,1,1,0,97787.47513951556,1
500,41,5,49104.803968004344,2,1,1,181575.2959636342,0
577,41,3,237861.206415773,1,1,0,19662.150490806016,1
534,34,6,43872.90684533934,1,0,0,174075.79256967886,1
793,22,7,141931.82948276366,2,1,1,74780.08231209585,1
303,37,1,144828.61666548447,2,1,0,180907.42536829886,0
741,38,6,122406.1155125612,1,0,1,188767.1822048821,0
328,75,1,161186.31214420465,3,1,0,137464.3285303621,0
408,48,1,57456.681449404605,1,0,1,136240.5194526088,1
374,28,7,138165.56694418704,2,0,1,96023.32416466062,1
445,69,1,93043.31381172429,2,1,0,168752.64266330443,1
427,32,8,165416.81490729726,3,1,0,192706.4241023238,0
341,24,0,35305.88584328737,1,0,1,157265.54206443267,1
655,45,8,142719.35420986905,1,0,1,128167.97941377475,0
340,68,0,46317.58884583093,1,0,1,125290.650206054,0
333,75,9,69660.7657787591,2,1,0,171399.28130089585,0
316,22,9,54677.450080895804,1,0,0,112828.71549654669,0
452,22,1,45709.444967204276,3,0,0,162733.37838727632,0
677,25,5,206427.73789016675,2,0,0,106688.1984831067,1
641,81,5,71426.89191522259,2,1,1,21864.412245045583,1
326,27,0,231780.94546611235,1,0,1,82949.93169178949,0
